City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
95,Thompson,CA,2022-03-23 13:41:14,55.7435,-97.8558,24.96,93,75,4.61
96,Yellowknife,CA,2022-03-23 13:41:15,62.456,-114.3525,9.41,89,100,8.05
97,Tazovskiy,RU,2022-03-23 13:41:15,67.4667,78.7,4.15,95,86,11.74
98,Saldanha,ZA,2022-03-23 13:41:15,-33.0117,17.9442,80.65,85,50,13.31
99,Kinablangan,PH,2022-03-23 13:41:16,7.6947,126.5503,78.22,83,86,3.13
100,Taoudenni,ML,2022-03-23 13:41:16,22.6783,-3.9836,90.64,8,1,1.3
101,Kibala,TD,2022-03-23 13:41:16,9.1104,18.3463,98.55,28,0,6.91
102,Medvode,SI,2022-03-23 13:41:17,46.1333,14.4333,68.67,19,0,3.44
103,Nouadhibou,MR,2022-03-23 13:41:17,20.931,-17.0347,76.98,33,0,26.46
104,College,US,2022-03-23 13:39:12,64.8569,-147.8028,6.75,60,75,10.36
105,Maumere,ID,2022-03-23 13:41:18,-8.6199,122.2111,79.79,82,100,4.23
106,Ayna,PE,2022-03-23 13:41:18,-12.65,-73.9167,68.58,71,49,4.16
107,Tura,IN,2022-03-23 13:41:18,25.5198,90.2201,78.31,30,0,3.42
108,Rundu,NA,2022-03-23 13:41:19,-17.9333,19.7667,78.24,52,92,6.96
109,Verkhoyansk,RU,2022-03-23 13:41:19,67.5447,133.385,-3.17,100,92,2.71
110,Littleton,US,2022-03-23 13:41:19,39.6133,-105.0166,36.09,53,0,5.75
111,Kuytun,RU,2022-03-23 13:41:20,54.3419,101.5036,20.75,96,100,5.61
112,Villamontes,BO,2022-03-23 13:41:20,-21.25,-63.5,83.64,61,20,0.0
113,Krapivinskiy,RU,2022-03-23 13:41:20,54.9992,86.8133,22.14,87,88,9.84
114,Sorong,ID,2022-03-23 13:41:21,-0.8833,131.25,78.51,87,100,6.53
115,Amuntai,ID,2022-03-23 13:41:23,-2.4177,115.2494,75.31,84,100,0.72
116,Alcudia,ES,2022-03-23 13:41:23,39.8532,3.1214,58.19,78,100,23.15
117,Lebu,CL,2022-03-23 13:37:44,-37.6167,-73.65,56.03,58,53,15.21
118,George,ZA,2022-03-23 13:40:51,-33.963,22.4617,72.95,73,20,8.05
119,Cockburn Town,TC,2022-03-23 13:41:24,21.4612,-71.1419,77.16,76,2,22.7
120,Sechura,PE,2022-03-23 13:41:24,-5.5569,-80.8222,75.97,65,25,13.33
121,Lakes Entrance,AU,2022-03-23 13:41:25,-37.8811,147.981,55.78,80,6,5.82
122,Aden,YE,2022-03-23 13:41:25,12.7794,45.0367,80.56,74,12,11.74
123,Son La,VN,2022-03-23 13:41:25,21.3167,103.9,66.54,96,99,4.27
124,Baixa Grande,BR,2022-03-23 13:41:26,-11.9597,-40.1681,83.16,58,87,6.76
125,Koungou,YT,2022-03-23 13:41:26,-12.7336,45.2042,87.51,70,20,10.36
126,Pevek,RU,2022-03-23 13:41:26,69.7008,170.3133,14.18,81,19,12.33
127,Tinaquillo,VE,2022-03-23 13:41:27,9.9186,-68.3047,85.01,41,44,1.9
128,Furano,JP,2022-03-23 13:41:27,43.2818,142.4743,26.22,94,100,3.0
129,Lembang,ID,2022-03-23 13:41:27,-6.8117,107.6175,65.71,89,100,2.26
130,Eenhana,NA,2022-03-23 13:41:28,-17.4667,16.3333,79.11,58,100,3.67
131,Bereda,ES,2022-03-23 13:41:28,43.2686,-7.5406,66.15,47,98,3.69
132,Marawi,PH,2022-03-23 13:41:28,7.9986,124.2928,68.68,94,91,1.66
133,Moerai,PF,2022-03-23 13:41:29,-22.4333,-151.3333,79.61,73,90,9.55
134,Tasiilaq,GL,2022-03-23 13:41:29,65.6145,-37.6368,19.56,59,100,2.57
135,Dalby,AU,2022-03-23 13:41:29,-27.1833,151.2667,72.99,62,100,1.01
136,Broome,US,2022-03-23 13:41:29,42.2506,-75.833,35.89,60,100,10.36
137,Semenivka,UA,2022-03-23 13:42:30,52.1783,32.5818,51.69,44,0,4.63
138,Vondrozo,MG,2022-03-23 13:42:30,-22.8167,47.2833,72.1,87,100,2.98
139,Hernani,ES,2022-03-23 13:42:31,43.2662,-1.9762,66.11,36,20,14.97
140,Mpika,ZM,2022-03-23 13:42:31,-11.8343,31.4529,66.7,92,96,3.85
141,Phan Thiet,VN,2022-03-23 13:42:31,10.9333,108.1,79.68,88,98,4.99
142,Cabedelo,BR,2022-03-23 13:39:07,-6.9811,-34.8339,86.67,64,24,13.0
143,Amapa,BR,2022-03-23 13:42:32,1.0,-52.0,80.02,84,85,1.77
144,Saint Anthony,US,2022-03-23 13:42:32,45.0205,-93.218,34.25,93,100,14.97
145,Kavieng,PG,2022-03-23 13:42:32,-2.5744,150.7967,81.27,79,100,9.06
146,Tomatlan,MX,2022-03-23 13:42:33,19.9333,-105.25,64.83,24,5,1.97
147,Sitka,US,2022-03-23 13:42:33,57.0531,-135.33,37.29,87,100,0.0
148,Yelizovo,RU,2022-03-23 13:42:33,53.1873,158.3805,17.74,78,40,4.47
149,Upernavik,GL,2022-03-23 13:42:34,72.7868,-56.1549,-2.07,91,100,5.61
150,Chuy,UY,2022-03-23 13:42:34,-33.6971,-53.4616,77.49,63,74,6.29
151,Vila Velha,BR,2022-03-23 13:42:34,-20.3297,-40.2925,78.75,81,75,9.22
152,Salalah,OM,2022-03-23 13:41:50,17.0151,54.0924,82.49,65,0,13.8
153,Baykalsk,RU,2022-03-23 13:42:35,51.5058,104.1469,23.0,94,100,1.9
154,Nkan,GA,2022-03-23 13:42:35,0.3833,9.7833,87.57,70,85,6.53
155,Victoria,HK,2022-03-23 13:41:38,22.2855,114.1577,64.94,94,100,1.99
156,Bilibino,RU,2022-03-23 13:42:36,68.0546,166.4372,2.01,99,90,4.07
157,Malazgirt,TR,2022-03-23 13:42:36,39.1427,42.5401,34.38,92,99,2.24
158,Homer,US,2022-03-23 13:42:36,59.6425,-151.5483,35.04,68,100,11.99
159,Beringovskiy,RU,2022-03-23 13:42:37,63.05,179.3167,4.35,99,91,3.4
160,General Higinio Morinigo,PY,2022-03-23 13:42:37,-25.95,-55.9167,78.44,69,100,10.25
161,Hovd,MN,2022-03-23 13:42:37,48.0056,91.6419,24.19,30,40,12.03
162,Geraldton,AU,2022-03-23 13:39:23,-28.7667,114.6,70.21,83,0,9.22
163,Sakakah,SA,2022-03-23 13:42:38,29.9697,40.2064,69.37,20,0,17.63
164,Kiama,AU,2022-03-23 13:42:38,-34.6833,150.8667,70.0,85,100,6.24
165,Parana,AR,2022-03-23 13:39:34,-31.732,-60.5238,71.56,91,100,8.03
166,San Patricio,US,2022-03-23 13:42:39,28.017,-97.5169,58.84,45,0,6.4
167,Sumenep,ID,2022-03-23 13:42:39,-7.0167,113.8667,80.35,84,94,7.78
168,Progreso,MX,2022-03-23 13:42:39,21.2833,-89.6667,77.11,73,6,11.74
169,Mount Isa,AU,2022-03-23 13:42:40,-20.7333,139.5,82.17,34,100,5.75
170,Chum Phae,TH,2022-03-23 13:42:40,16.5443,102.0992,81.7,70,32,2.93
171,Baykit,RU,2022-03-23 13:42:40,61.67,96.37,9.91,97,100,3.33
172,Haines Junction,CA,2022-03-23 13:42:41,60.7522,-137.5108,15.75,86,100,1.14
173,Port Alfred,ZA,2022-03-23 13:42:41,-33.5906,26.891,80.44,67,46,11.23
174,Nizwa,OM,2022-03-23 13:42:41,22.9333,57.5333,89.76,11,0,2.66
175,Gambela,ET,2022-03-23 13:42:42,8.25,34.5833,104.27,14,26,7.18
176,Aqtobe,KZ,2022-03-23 13:42:42,50.2797,57.2072,24.89,80,0,20.13
177,Nizhniy Tsasuchey,RU,2022-03-23 13:42:42,50.5167,115.1333,22.89,59,1,2.93
178,San Jose,US,2022-03-23 13:42:02,37.3394,-121.895,55.27,87,100,4.61
179,Saint-Augustin,CA,2022-03-23 13:42:43,51.226,-58.6502,33.89,78,99,27.78
180,Sweetwater,US,2022-03-23 13:39:05,25.7634,-80.3731,81.01,78,100,19.57
181,Lake Cowichan,CA,2022-03-23 13:43:43,48.825,-124.0546,49.28,97,100,3.85
182,Carnarvon,AU,2022-03-23 13:43:44,-24.8667,113.6333,80.67,74,100,10.36
183,Micomeseng,GQ,2022-03-23 13:43:44,2.1462,10.6164,83.35,61,75,5.82
184,Hambantota,LK,2022-03-23 13:43:44,6.1241,81.1185,82.74,89,40,3.44
185,Yueyang,CN,2022-03-23 13:43:45,29.3333,113.0919,49.15,86,41,5.99
186,Muros,ES,2022-03-23 13:43:45,42.7762,-9.0603,63.68,66,70,2.24
187,Skelleftea,SE,2022-03-23 13:43:45,64.7507,20.9528,50.36,50,0,13.8
188,Saint-Francois,FR,2022-03-23 13:43:46,46.4154,3.9054,66.67,31,0,8.05
189,Henties Bay,NA,2022-03-23 13:43:46,-22.116,14.2845,66.87,87,81,10.18
190,Vihti,FI,2022-03-23 13:43:46,60.417,24.3197,43.74,71,72,7.0
191,Codrington,AU,2022-03-23 13:43:47,-38.2667,141.9667,54.84,70,19,5.5
192,Pundaguitan,PH,2022-03-23 13:43:47,6.3711,126.1689,81.75,77,100,11.39
193,Atasu,KZ,2022-03-23 13:43:47,48.6814,71.6433,20.77,86,100,20.96
194,Conde,BR,2022-03-23 13:43:30,-7.2597,-34.9075,85.46,70,40,12.66
195,Saint-Philippe,RE,2022-03-23 13:43:48,-21.3585,55.7679,81.99,85,50,10.0
196,Airai,TL,2022-03-23 13:43:48,-8.9266,125.4092,60.6,94,100,1.3
197,Caravelas,BR,2022-03-23 13:43:48,-17.7125,-39.2481,79.65,80,41,5.53
198,Lata,PT,2022-03-23 13:43:49,40.1629,-8.3327,62.08,77,100,12.71
199,Sao Filipe,CV,2022-03-23 13:43:49,14.8961,-24.4956,71.8,70,0,11.07
200,Chokurdakh,RU,2022-03-23 13:43:49,70.6333,147.9167,-11.04,100,100,4.9
201,Ribas Do Rio Pardo,BR,2022-03-23 13:43:50,-20.4431,-53.7592,87.44,48,5,11.97
202,Ponta Do Sol,PT,2022-03-23 13:43:50,32.6667,-17.1,65.12,61,32,11.65
203,Koumac,NC,2022-03-23 13:43:50,-20.5667,164.2833,77.54,82,100,7.31
204,Chernyshevskiy,RU,2022-03-23 13:43:51,63.0128,112.4714,9.28,97,100,1.57
205,Torbay,CA,2022-03-23 13:43:51,47.6666,-52.7314,34.57,82,100,1.99
206,Eureka,US,2022-03-23 13:43:51,40.8021,-124.1637,51.67,61,100,3.89
207,Salvador,SV,2022-03-23 13:43:51,13.8333,-88.9167,72.05,57,5,0.69
208,Dalbandin,PK,2022-03-23 13:43:52,28.8947,64.4101,83.8,8,91,8.77
209,Bulungu,CD,2022-03-23 13:43:52,-4.55,18.6,90.52,43,27,2.17
210,Praia,CV,2022-03-23 13:43:52,14.9215,-23.5087,75.74,53,20,23.02
211,Eyl,SO,2022-03-23 13:43:53,7.9803,49.8164,81.32,66,0,14.0
212,Ketchikan,US,2022-03-23 13:43:53,55.3422,-131.6461,40.98,93,75,8.05
213,Katsuura,JP,2022-03-23 13:43:53,35.1333,140.3,42.82,91,100,15.73
214,Nokaneng,BW,2022-03-23 13:43:54,-19.6667,22.2667,81.68,40,91,7.23
215,New Norfolk,AU,2022-03-23 13:43:54,-42.7826,147.0587,54.9,63,100,5.01
216,Talnakh,RU,2022-03-23 13:43:54,69.4865,88.3972,5.13,79,100,7.67
217,Namatanai,PG,2022-03-23 13:43:55,-3.6667,152.4333,79.97,81,100,5.73
218,Grindavik,IS,2022-03-23 13:43:55,63.8424,-22.4338,45.07,93,75,19.57
219,Peterhead,GB,2022-03-23 13:43:55,57.5058,-1.7981,66.45,85,24,12.39
220,Sao Jose Da Coroa Grande,BR,2022-03-23 13:43:56,-8.8978,-35.1478,82.49,73,44,7.49
221,Nanortalik,GL,2022-03-23 13:43:56,60.1432,-45.2371,30.85,65,100,0.51
222,Ilulissat,GL,2022-03-23 13:43:56,69.2167,-51.1,1.42,78,20,0.0
223,Kruisfontein,ZA,2022-03-23 13:43:57,-34.0033,24.7314,75.88,52,0,11.3
224,Half Moon Bay,US,2022-03-23 13:39:08,37.4636,-122.4286,53.47,91,100,10.36
225,Margate,GB,2022-03-23 13:41:08,51.3813,1.3862,59.88,75,1,1.01
226,Auki,SB,2022-03-23 13:43:57,-8.7676,160.7034,77.59,85,97,0.63
227,Luanda,AO,2022-03-23 13:42:47,-8.8368,13.2343,86.0,74,40,10.36
228,Champerico,GT,2022-03-23 13:43:58,14.3,-91.9167,75.74,67,3,9.15
229,Gat,IL,2022-03-23 13:44:58,31.61,34.7642,58.82,47,6,15.17
230,Walvis Bay,NA,2022-03-23 13:44:58,-22.9575,14.5053,86.95,45,0,12.66
231,Bundaberg,AU,2022-03-23 13:42:13,-24.85,152.35,71.22,88,76,4.61
232,Chumikan,RU,2022-03-23 13:44:59,54.7183,135.315,9.54,88,6,7.25
233,Komsomolskiy,UZ,2022-03-23 13:44:59,40.4272,71.7189,47.12,66,75,6.91
234,Hithadhoo,MV,2022-03-23 13:44:59,-0.6,73.0833,83.88,67,9,16.13
235,Lorengau,PG,2022-03-23 13:45:00,-2.0226,147.2712,81.93,75,100,7.05
236,Pavlodar,KZ,2022-03-23 13:45:00,52.3,76.95,24.6,93,100,24.61
237,Souillac,MU,2022-03-23 13:45:00,-20.5167,57.5167,84.58,74,40,6.91
238,Samarai,PG,2022-03-23 13:45:01,-10.6167,150.6667,82.02,77,71,5.14
239,Stolbishche,RU,2022-03-23 13:45:01,55.6468,49.216,39.65,56,0,6.71
240,Mayahi,NE,2022-03-23 13:45:02,13.9553,7.6712,100.27,8,65,9.17
241,Khandyga,RU,2022-03-23 13:45:02,62.6667,135.6,-8.7,100,92,2.08
242,Ust-Omchug,RU,2022-03-23 13:45:03,61.15,149.6333,-4.65,100,100,1.86
243,Mucuri,BR,2022-03-23 13:45:03,-18.0864,-39.5508,76.32,88,96,14.45
244,Marathon,US,2022-03-23 13:45:03,44.9,-89.7668,33.55,95,100,10.36
245,Ambilobe,MG,2022-03-23 13:45:04,-13.2,49.05,82.02,87,53,3.2
246,Licheng,CN,2022-03-23 13:45:04,23.2955,113.8284,59.58,86,100,4.07
247,Isla Mujeres,MX,2022-03-23 13:45:04,21.2311,-86.731,80.17,72,6,16.02
248,Nicoya,CR,2022-03-23 13:41:33,10.1483,-85.452,83.19,58,91,7.54
249,Ust-Karsk,RU,2022-03-23 13:45:05,52.7011,118.8077,12.87,94,86,1.9
250,Griffith,US,2022-03-23 13:45:05,41.5284,-87.4237,54.39,94,100,8.05
251,Puerto Escondido,MX,2022-03-23 13:45:06,15.85,-97.0667,80.37,57,0,1.72
252,Ciudad Guayana,VE,2022-03-23 13:45:06,8.3533,-62.6528,84.9,53,61,8.46
253,Atkinson,US,2022-03-23 13:45:06,42.8384,-71.147,40.66,47,0,5.75
254,Ahipara,NZ,2022-03-23 13:45:07,-35.1667,173.1667,65.82,89,30,12.84
255,Cairns,AU,2022-03-23 13:45:07,-16.9167,145.7667,73.35,92,81,0.0
256,Portland,US,2022-03-23 13:43:40,45.5234,-122.6762,55.62,95,100,3.44
257,Manado,ID,2022-03-23 13:45:07,1.487,124.8455,77.77,88,40,1.14
258,Porto-Vecchio,FR,2022-03-23 13:45:08,41.591,9.2795,62.26,48,0,11.5
259,Opuwo,NA,2022-03-23 13:45:08,-18.0607,13.84,79.25,55,100,5.5
260,Sudak,UA,2022-03-23 13:45:08,44.85,34.9667,44.38,53,1,18.7
261,Tezu,IN,2022-03-23 13:45:09,27.9167,96.1667,80.19,28,19,4.74
262,Saskylakh,RU,2022-03-23 13:45:09,71.9167,114.0833,-15.54,100,90,4.16
263,Dunedin,NZ,2022-03-23 13:44:50,-45.8742,170.5036,60.06,96,34,8.16
264,Port Macquarie,AU,2022-03-23 13:45:10,-31.4333,152.9167,69.69,100,100,2.3
265,Nautla,MX,2022-03-23 13:45:10,20.2167,-96.7833,70.32,54,8,13.91
266,Atambua,ID,2022-03-23 13:45:10,-9.1061,124.8925,73.98,90,100,2.3
267,Oussouye,SN,2022-03-23 13:45:11,12.485,-16.5469,95.18,24,12,8.97
268,Kaka,TM,2022-03-23 13:45:11,37.3482,59.6143,44.89,69,100,3.58
269,Lincoln,US,2022-03-23 13:45:12,40.8,-96.667,37.31,76,100,24.16
270,Salta,AR,2022-03-23 13:45:12,-24.7859,-65.4117,70.39,78,40,3.44
271,Potosi,BO,2022-03-23 13:46:12,-19.5836,-65.7531,49.06,76,20,5.75
272,Olyka,UA,2022-03-23 13:46:13,50.7186,25.8125,63.93,32,0,8.19
273,Konstantinovka,RU,2022-03-23 13:46:13,49.6167,127.9833,25.07,95,100,1.45
274,Astana,KZ,2022-03-23 13:41:58,51.1801,71.446,19.35,86,100,20.13
275,Bhag,PK,2022-03-23 13:46:17,29.0415,67.8239,95.47,5,0,19.95
276,Kayankulam,IN,2022-03-23 13:46:17,9.1833,76.5,83.03,74,82,7.18
277,Leningradskiy,RU,2022-03-23 13:46:18,69.3833,178.4167,5.45,86,94,3.44
278,Plouzane,FR,2022-03-23 13:46:18,48.3833,-4.6167,64.58,38,0,10.36
279,Izumo,JP,2022-03-23 13:46:18,35.3667,132.7667,40.95,85,7,4.5
280,Matagami,CA,2022-03-23 13:46:19,49.7502,-77.6328,10.51,79,0,0.0
281,Taonan,CN,2022-03-23 13:46:19,45.3333,122.7833,34.97,80,92,4.5
282,Kenai,US,2022-03-23 13:46:19,60.5544,-151.2583,29.08,65,40,16.11
283,Narsaq,GL,2022-03-23 13:46:20,60.9167,-46.05,34.02,60,100,3.58
284,Boyolangu,ID,2022-03-23 13:46:20,-8.1181,111.8935,77.41,89,100,3.04
285,Zambezi,ZM,2022-03-23 13:46:20,-13.5432,23.1047,73.49,81,78,5.95
286,Taphan Hin,TH,2022-03-23 13:46:21,16.2209,100.4198,90.97,57,76,6.82
287,Dillon,US,2022-03-23 13:42:07,34.4166,-79.3712,68.95,76,100,14.99
288,Longyearbyen,SJ,2022-03-23 13:46:21,78.2186,15.6401,3.04,60,20,8.05
289,Goderich,CA,2022-03-23 13:46:22,43.7501,-81.7165,36.91,75,100,32.21
290,Dauphin,CA,2022-03-23 13:46:22,51.1494,-100.0502,23.14,86,0,5.75
291,Salinas,US,2022-03-23 13:46:22,36.6777,-121.6555,55.56,93,100,3.44
292,Turbat,PK,2022-03-23 13:46:23,26.0023,63.044,86.58,29,0,15.66
293,Namibe,AO,2022-03-23 13:46:23,-15.1961,12.1522,79.38,73,61,10.0
294,Tiksi,RU,2022-03-23 13:46:23,71.6872,128.8694,-15.14,100,50,4.29
295,Asau,RO,2022-03-23 13:46:24,46.4333,26.4,61.72,40,0,8.84
296,Vardo,NO,2022-03-23 13:46:24,70.3705,31.1107,26.37,93,100,14.58
